City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Sitka,US,57.0531,-135.33,44.49,70,75,3.44,broken clouds
346,Qasigiannguit,GL,68.8193,-51.1922,7.05,95,100,7.05,overcast clouds
347,Ust-Uda,RU,54.1742,103.0304,4.69,88,100,5.03,overcast clouds
348,Olafsvik,IS,64.8945,-23.7142,36.93,63,100,18.79,light rain
349,Komsomolskiy,UZ,40.4272,71.7189,50.72,93,100,2.3,fog
350,Beyneu,KZ,45.3167,55.2,31.55,90,100,15.21,overcast clouds
351,Gat,IL,31.61,34.7642,46.4,100,16,1.99,few clouds
352,Poso,ID,-1.3959,120.7524,83.75,77,86,2.35,light rain
353,Gaoual,GN,11.75,-13.2,75.07,50,3,3.04,clear sky
354,Kattivakkam,IN,13.2167,80.3167,78.08,86,95,2.06,overcast clouds
355,Bombay,IN,19.0144,72.8479,80.58,54,0,4.61,haze
356,Meulaboh,ID,4.1363,96.1285,80.08,82,93,2.95,overcast clouds
357,Bilma,NE,18.6853,12.9164,63.7,16,0,10.74,clear sky
358,Wanning,CN,18.8003,110.3967,77.05,72,30,3.76,scattered clouds
359,Borogontsy,RU,62.6683,131.1683,2.16,85,100,5.17,overcast clouds
360,Jablah,SY,35.3614,35.9256,50.29,62,75,8.05,broken clouds
361,Maceio,BR,-9.6658,-35.7353,76.44,88,20,4.61,few clouds
362,Carbondale,US,37.7273,-89.2168,27.99,59,0,4.61,clear sky
363,Alofi,NU,-19.0595,-169.9187,76.89,88,100,3.44,overcast clouds
364,Matay,EG,28.419,30.7792,46.42,50,0,6.42,clear sky
365,Avera,US,33.194,-82.5271,35.11,45,0,13.51,clear sky
366,Nanyamba,TZ,-10.6833,39.8333,69.73,97,100,3.13,overcast clouds
367,Lagoa Formosa,BR,-18.7786,-46.4075,70.02,87,100,1.95,overcast clouds
368,Isla Vista,US,34.4133,-119.861,68.34,59,0,6.91,smoke
369,Yenagoa,NG,4.9247,6.2642,77.88,89,84,7.52,broken clouds
370,Sendhwa,IN,21.6833,75.1,75.07,21,0,4.32,clear sky
371,Herat,AF,34.5,62.0,64.38,51,100,6.02,overcast clouds
372,Port Keats,AU,-14.25,129.55,89.24,62,67,2.17,broken clouds
373,Malakal,SS,9.5334,31.6605,82.63,15,100,7.72,overcast clouds
374,Zabrani,RO,46.0667,21.55,25.18,43,11,0.31,few clouds
375,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.68,88,7,6.69,clear sky
376,Mount Isa,AU,-20.7333,139.5,91.17,38,0,5.75,clear sky
377,Jurm,AF,36.8648,70.8342,49.71,57,100,1.52,overcast clouds
378,Te Anau,NZ,-45.4167,167.7167,65.32,49,0,3.13,clear sky
379,Tagusao,PH,9.1924,117.8141,84.16,67,99,2.3,overcast clouds
380,Mgandu,TZ,-5.95,34.1333,59.74,96,100,3.8,light rain
381,El Arenal,MX,20.7833,-103.7,80.92,28,0,6.08,clear sky
382,Sao Filipe,CV,14.8961,-24.4956,75.38,54,0,13.18,clear sky
383,Simbahan,PH,6.3032,120.5836,82.04,78,79,5.64,broken clouds
384,Sao Domingos,BR,-13.3983,-46.3183,73.49,77,68,1.21,broken clouds
385,Cobija,BO,-11.0267,-68.7692,69.04,96,100,4.0,overcast clouds
386,Jati,PK,24.3539,68.2671,76.46,47,0,8.93,clear sky
387,Dhanwar,IN,24.4167,85.9833,72.55,25,53,6.69,broken clouds
388,Karak,JO,31.1667,35.75,33.49,90,0,5.1,clear sky
389,Coahuayana,MX,18.7333,-103.6833,68.97,86,0,1.61,clear sky
390,Forio,IT,40.7342,13.8646,47.43,62,100,5.01,overcast clouds
391,Banda Aceh,ID,5.5577,95.3222,81.84,76,40,4.47,scattered clouds
392,Pangody,RU,65.85,74.4859,0.59,97,88,9.42,overcast clouds
393,At-Bashi,KG,41.1702,75.8106,36.43,88,93,4.65,light rain
394,Pangkalanbuun,ID,-2.6833,111.6167,87.37,63,46,1.74,scattered clouds
395,Saint George,US,37.1041,-113.5841,64.99,19,0,4.61,clear sky
396,Asau,RO,46.4333,26.4,27.28,83,100,3.22,overcast clouds
397,Rosarito,MX,32.3333,-117.0333,69.1,50,7,8.66,clear sky
398,Koumac,NC,-20.5667,164.2833,83.48,72,47,3.0,scattered clouds
399,Razlog,BG,41.8863,23.4671,11.77,81,3,2.62,clear sky
400,Morondava,MG,-20.2833,44.2833,77.41,86,100,5.97,light rain
401,Makakilo City,US,21.3469,-158.0858,82.72,48,75,20.71,broken clouds
402,Lagunillas,VE,10.1301,-71.2595,80.33,76,99,7.45,overcast clouds
403,Saint-Leu,RE,-21.15,55.2833,76.06,79,45,6.62,light rain
404,Basco,PH,20.4487,121.9702,75.04,85,4,18.39,clear sky
405,Bacolod,PH,10.6667,122.95,85.26,70,74,5.26,broken clouds
406,Abonnema,NG,4.7084,6.7931,78.91,86,100,5.77,overcast clouds
407,Tyret Pervaya,RU,53.6703,102.3106,5.22,87,100,6.98,overcast clouds
408,Namatanai,PG,-3.6667,152.4333,85.86,65,100,5.59,overcast clouds
409,Cap Malheureux,MU,-19.9842,57.6142,79.47,86,25,5.01,scattered clouds
410,Bara,NG,10.3744,10.7288,74.48,21,47,7.85,scattered clouds
411,Popondetta,PG,-8.7537,148.2534,91.83,49,97,5.75,moderate rain
412,Fare,PF,-16.7,-151.0167,81.61,71,82,10.96,broken clouds
413,Tura,IN,25.5198,90.2201,79.41,21,14,1.19,few clouds
414,Dunedin,NZ,-45.8742,170.5036,63.37,69,8,10.78,clear sky
415,Nouadhibou,MR,20.931,-17.0347,62.58,82,0,19.57,clear sky
416,Anadyr,RU,64.75,177.4833,9.1,71,0,6.71,clear sky
417,Mouila,GA,-1.8685,11.0559,71.82,98,100,3.06,light rain
418,Cermei,RO,46.55,21.85,28.85,49,10,1.81,clear sky
419,Pundaguitan,PH,6.3711,126.1689,82.69,77,81,8.52,broken clouds
420,Tabuk,PH,17.4189,121.4443,80.65,74,56,5.77,broken clouds
421,Narsaq,GL,60.9167,-46.05,14.22,81,100,5.95,overcast clouds
422,Mount Gambier,AU,-37.8333,140.7667,78.71,34,5,5.75,clear sky
423,Los Alamos,US,35.8881,-106.307,48.76,32,0,0.0,clear sky
424,Atambua,ID,-9.1061,124.8925,83.59,68,89,0.07,overcast clouds
425,Xining,CN,36.6167,101.7667,48.52,13,0,1.88,clear sky
426,Chuguyevka,RU,44.1653,133.8633,36.66,74,100,3.8,overcast clouds
427,Manokwari,ID,-0.8667,134.0833,83.23,73,70,5.08,broken clouds
428,Portland,US,45.5234,-122.6762,51.37,89,100,8.01,overcast clouds
429,Prince Rupert,CA,54.3161,-130.3201,42.89,81,0,16.11,clear sky
430,Oxapampa,PE,-10.5775,-75.4017,59.83,98,100,1.86,moderate rain
431,Kuchera,IN,26.9839,73.9719,73.85,25,0,7.63,clear sky
432,Maltahohe,NA,-24.8333,16.9833,70.83,63,28,5.46,scattered clouds
433,Richards Bay,ZA,-28.783,32.0377,76.19,77,80,8.88,broken clouds
434,La Asuncion,VE,11.0333,-63.8628,76.77,85,69,17.98,broken clouds
435,Baghdad,IQ,33.3406,44.4009,44.51,53,0,1.14,clear sky
436,Bousse,BF,12.6606,-1.8922,81.05,17,79,8.28,broken clouds
437,Vanavara,RU,60.34,102.2797,-10.03,96,100,2.82,overcast clouds
438,Udachnyy,RU,66.4167,112.4,-15.79,98,98,1.3,overcast clouds
439,Marsh Harbour,BS,26.5412,-77.0636,71.46,73,84,26.66,broken clouds
440,Lalibela,ET,12.0333,39.0333,59.81,49,100,2.53,overcast clouds
441,Namtsy,RU,62.7161,129.6658,4.37,80,100,7.07,overcast clouds
442,Chaiyaphum,TH,15.75,102.0,85.51,38,73,6.73,broken clouds
443,Ixtapa,MX,20.7,-105.2,72.63,68,0,11.5,clear sky
444,Molina,CL,-35.1167,-71.2833,67.73,60,0,3.44,clear sky
445,Svetlogorsk,BY,52.6333,29.7333,28.92,91,87,7.45,overcast clouds
446,Mattru,SL,7.6244,-11.8332,75.47,91,83,2.21,broken clouds
447,Marawi,PH,7.9986,124.2928,81.19,67,43,1.72,scattered clouds
448,Verkhnyaya Inta,RU,65.9811,60.3094,5.47,98,83,4.74,broken clouds
449,Champerico,GT,14.3,-91.9167,80.98,73,4,7.76,clear sky
450,Shache,CN,38.4167,77.2406,54.18,32,19,7.52,few clouds
451,Poum,NC,-20.2333,164.0167,81.48,76,33,7.27,scattered clouds
452,Bol,TD,13.4586,14.7147,75.0,38,31,17.13,scattered clouds
453,Kurilsk,RU,45.2333,147.8833,31.14,83,77,10.0,broken clouds
454,Cabedelo,BR,-6.9811,-34.8339,81.27,78,99,10.71,overcast clouds
455,Roald,NO,62.5833,6.1333,46.54,57,40,6.91,scattered clouds
456,Mananara,MG,-16.1667,49.7667,72.57,93,100,5.44,overcast clouds
457,Colmar,FR,48.0833,7.3667,45.93,70,0,1.14,clear sky
458,Katherine,AU,-14.4667,132.2667,88.12,66,40,5.75,scattered clouds
459,Quatre Cocos,MU,-20.2078,57.7625,79.09,84,72,10.63,broken clouds
460,Vostok,RU,46.4856,135.8833,28.33,89,100,1.99,light snow
461,Haines Junction,CA,60.7522,-137.5108,21.15,63,100,4.61,overcast clouds
462,Longyearbyen,SJ,78.2186,15.6401,19.24,86,40,4.61,scattered clouds
463,Verkhnevilyuysk,RU,63.4453,120.3167,-2.2,93,100,2.06,overcast clouds
464,Vanimo,PG,-2.6741,141.3028,85.98,67,94,7.23,overcast clouds
465,Hailey,US,43.5196,-114.3153,39.06,56,0,0.0,clear sky
466,Shimoda,JP,34.6667,138.95,61.11,68,99,13.82,overcast clouds
467,Abilene,US,32.4487,-99.7331,52.02,16,0,9.22,clear sky
468,Khorixas,NA,-20.3667,14.9667,67.5,80,99,3.58,overcast clouds
469,Kirkwall,GB,58.9848,-2.9587,42.85,87,100,9.22,overcast clouds
470,Berlevag,NO,70.8578,29.0864,29.32,80,58,7.76,broken clouds
471,Eyl,SO,7.9803,49.8164,73.35,84,77,10.49,broken clouds
472,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,27.63,scattered clouds
473,Lubango,AO,-14.9172,13.4925,60.06,94,100,2.8,overcast clouds
474,Goya,AR,-29.14,-59.2626,62.49,72,84,5.7,broken clouds
475,Burnie,AU,-41.0667,145.9167,72.91,69,10,6.22,clear sky
476,Alekseyevsk,RU,57.8406,108.3492,4.82,91,100,2.51,overcast clouds
477,Vila Velha,BR,-20.3297,-40.2925,80.55,88,75,6.91,broken clouds
478,Pemangkat,ID,1.1667,108.9667,81.86,71,88,1.77,overcast clouds
479,Nanchang,CN,28.6833,115.8833,75.81,67,77,8.28,broken clouds
480,Goure,NE,13.9835,10.2704,75.02,21,100,9.55,overcast clouds
481,Bonavista,CA,48.6499,-53.1147,35.35,96,100,38.5,light rain
482,Grootfontein,NA,-19.5667,18.1167,63.97,94,75,1.14,broken clouds
483,Jibuti,DJ,11.5,42.5,70.02,76,93,11.21,overcast clouds
484,Sioux Lookout,CA,50.1001,-91.917,8.67,78,100,10.36,overcast clouds
485,Stawell,AU,-37.05,142.7667,80.76,41,0,10.38,clear sky
486,Vorontsovka,RU,50.6132,40.3549,5.76,95,100,1.16,overcast clouds
487,Alihe,CN,50.5667,123.7167,26.6,64,38,3.04,scattered clouds
488,Kiunga,PG,-6.1219,141.2906,92.12,54,73,2.84,broken clouds
489,Kazerun,IR,29.6195,51.6541,66.92,40,100,5.06,overcast clouds
490,Huilong,CN,31.8111,121.655,61.93,91,99,6.4,moderate rain
491,Sydney,AU,-33.8679,151.2073,75.76,78,75,11.5,light rain
492,Miramar,US,25.9873,-80.2323,67.01,62,100,16.11,overcast clouds
493,Segezha,RU,63.7415,34.3222,32.11,96,100,4.92,overcast clouds
494,Panzhihua,CN,26.5851,101.7128,69.1,28,69,0.72,broken clouds
495,Gobabis,NA,-22.45,18.9667,68.29,66,19,9.42,few clouds
496,San Pedro,PH,14.35,121.0167,82.35,79,75,3.44,broken clouds
497,Gavere,BE,50.9289,3.6889,50.67,73,100,13.09,overcast clouds
498,Maumere,ID,-8.6199,122.2111,85.35,71,71,1.81,broken clouds
499,La Ciotat,FR,43.1748,5.6045,55.29,63,100,33.8,overcast clouds
500,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,47,0,6.91,clear sky
501,Buzmeyin,TM,38.0507,58.2056,44.33,100,100,9.22,mist
502,Zhangye,CN,38.9342,100.4517,47.8,30,64,8.43,broken clouds
503,Nanakuli,US,21.3906,-158.1547,84.15,49,75,12.66,broken clouds
504,Dolores,AR,-36.3132,-57.6792,53.62,77,0,6.69,clear sky
505,Tarnogskiy Gorodok,RU,60.4997,43.5761,28.85,98,100,5.64,light snow
506,Melnikovo,RU,56.5558,84.085,-9.35,100,78,4.09,broken clouds
507,Mega,ET,4.05,38.3,62.78,46,87,5.66,overcast clouds
508,Black River,JM,18.0264,-77.8487,75.92,80,1,5.66,clear sky
509,Najran,SA,17.4924,44.1277,63.25,56,0,5.17,clear sky
510,Yumen,CN,40.2833,97.2,47.68,31,94,1.52,overcast clouds
511,Bam,IR,29.106,58.357,72.27,25,10,6.8,clear sky
512,Bartica,GY,6.4,-58.6167,77.32,99,19,2.33,few clouds
513,Harper,LR,4.375,-7.7169,79.14,86,100,4.41,overcast clouds
514,Armidale,AU,-30.5167,151.65,68.86,45,10,6.08,clear sky
515,Acapulco,MX,16.8634,-99.8901,75.02,88,0,11.5,clear sky
516,Asyut,EG,27.181,31.1837,48.38,44,0,9.6,clear sky
517,Minab,IR,27.1467,57.0801,64.72,88,5,0.0,clear sky
518,Vao,NC,-22.6667,167.4833,79.66,70,100,10.69,overcast clouds
519,Ketchikan,US,55.3422,-131.6461,45.07,70,20,0.0,few clouds
520,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.36,93,100,20.71,overcast clouds
521,Valdez,EC,1.2492,-78.9831,79.56,77,100,3.2,overcast clouds
522,Atar,MR,20.5169,-13.0499,69.46,11,0,7.78,clear sky
523,Tirlyanskiy,RU,54.2109,58.5806,-8.93,95,6,2.68,clear sky
524,Nalut,LY,30.3333,10.85,51.71,21,56,5.86,broken clouds
525,Porto Novo,BJ,6.4965,2.6036,80.42,78,100,9.46,overcast clouds
526,Jackson,US,42.4165,-122.8345,55.85,50,40,20.71,scattered clouds
527,Savonlinna,FI,61.8699,28.88,24.85,100,100,2.3,overcast clouds
528,Ormara,PK,25.2088,64.6357,75.88,71,48,8.32,scattered clouds
529,Kaohsiung,TW,22.6163,120.3133,78.89,46,40,6.91,scattered clouds
530,Casma,CL,-41.0082,-73.1244,56.48,82,45,5.23,scattered clouds
531,Laguna,US,38.421,-121.4238,67.39,18,0,13.8,clear sky
532,Santa Cruz,BO,-17.8,-63.1667,71.06,88,75,3.44,broken clouds
533,Palmer,US,42.1584,-72.3287,23.5,65,100,21.85,overcast clouds
534,Santa Barbara,US,34.7333,-120.0343,61.34,57,0,11.5,clear sky
535,Melville,US,40.7934,-73.4151,27.34,54,100,19.57,overcast clouds
536,Pouembout,NC,-21.1333,164.9,84.58,71,56,4.68,broken clouds
537,Anloga,GH,5.7947,0.8973,81.3,80,75,12.37,broken clouds
538,Amahai,ID,-3.3333,128.9167,87.6,62,97,1.28,overcast clouds
539,Northam,GB,51.0333,-4.2167,47.25,88,100,25.14,overcast clouds
540,Mareeba,AU,-17.0,145.4333,84.43,73,99,9.06,overcast clouds
541,El Fuerte,MX,26.4189,-108.6194,68.23,33,87,5.35,overcast clouds
542,Pokhara,NP,28.2333,83.9833,70.83,26,0,2.17,clear sky
543,La Rioja,ES,42.25,-2.5,42.58,97,100,2.75,light rain
544,Andijon,UZ,40.7821,72.3442,51.08,86,100,3.29,moderate rain
545,Taltal,CL,-25.4,-70.4833,67.91,74,20,3.83,few clouds
546,Bubaque,GW,11.2833,-15.8333,75.47,71,8,8.39,clear sky
547,Simao,CN,22.7886,100.9748,77.97,29,5,2.55,clear sky
548,Ostrovnoy,RU,68.0531,39.5131,30.07,89,100,18.84,light snow
549,Korla,CN,41.7597,86.1469,50.65,40,96,7.11,overcast clouds
550,Visby,SE,57.6409,18.296,23.22,86,89,0.0,overcast clouds
551,Hirara,JP,24.8,125.2833,75.06,60,20,11.5,few clouds
552,Aksarka,RU,66.5606,67.7975,3.13,99,97,5.21,overcast clouds
553,Labuhan,ID,-6.8844,112.2051,82.96,77,94,4.16,overcast clouds
554,Awbari,LY,26.5921,12.7805,51.51,24,0,7.47,clear sky
555,Salvacion,PH,7.9833,126.1333,85.98,66,95,2.15,overcast clouds
556,Bayan,CN,46.0833,127.4,30.49,96,96,4.03,overcast clouds
557,Buluang,PH,13.3068,123.3425,84.25,72,100,2.73,overcast clouds
558,Puno,PE,-15.8333,-70.0333,46.36,73,68,5.64,broken clouds
559,Vikhorevka,RU,56.1201,101.1636,-5.76,90,78,2.89,broken clouds
560,Sonoita,MX,31.85,-112.8333,67.82,11,93,8.9,overcast clouds
561,Mutis,CO,6.2262,-77.4044,78.91,86,100,2.62,overcast clouds
562,High Rock,BS,26.6208,-78.2833,73.42,62,52,25.03,broken clouds
563,Yulara,AU,-25.2406,130.9889,89.44,12,77,9.22,broken clouds
564,Pangnirtung,CA,66.1451,-65.7125,-27.9,91,9,6.44,clear sky
565,Kirakira,SB,-10.4544,161.9205,83.41,75,82,5.46,broken clouds
566,Terrace,CA,54.5163,-128.6035,44.51,70,100,3.44,overcast clouds
567,Shakawe,BW,-18.3667,21.85,66.42,86,24,3.65,few clouds
568,Beloha,MG,-25.1667,45.05,71.11,90,0,9.13,clear sky
569,Bo Phloi,TH,14.3236,99.5161,88.32,50,34,4.32,scattered clouds
570,Chara,RU,56.9064,118.2631,-3.5,89,100,1.07,overcast clouds
571,Basoko,CD,1.2391,23.616,71.1,89,100,3.42,overcast clouds
572,Matara,LK,5.9485,80.5353,77.43,86,66,3.65,broken clouds
573,Kerman,IR,30.2832,57.0788,55.26,38,0,4.61,clear sky
574,San Francisco,US,37.7749,-122.4194,58.44,76,75,20.71,broken clouds
575,Yuzhno-Kurilsk,RU,44.0306,145.8556,32.47,86,84,12.48,broken clouds
576,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,72,0,8.05,clear sky
577,Port Hedland,AU,-20.3167,118.5667,98.65,39,13,4.61,few clouds
578,Rio Grande,BR,-32.035,-52.0986,61.95,66,100,8.01,overcast clouds
579,Monrovia,LR,6.3005,-10.7969,79.47,88,99,5.86,light rain
580,Bahia Honda,CU,22.9036,-83.1592,70.48,84,100,16.87,overcast clouds
581,Saldanha,ZA,-33.0117,17.9442,64.98,84,96,6.73,overcast clouds
582,Rio Gallegos,AR,-51.6226,-69.2181,50.05,62,0,3.44,clear sky
583,Sarangani,PH,5.4033,125.4636,83.21,78,12,16.04,few clouds
584,Marathon,US,44.9,-89.7668,15.55,61,40,4.61,scattered clouds
585,Grand Gaube,MU,-20.0064,57.6608,79.38,86,27,5.01,scattered clouds
586,Ancud,CL,-41.8697,-73.8203,53.17,84,93,3.13,overcast clouds
587,Kologriv,RU,58.8275,44.3178,27.0,97,100,6.8,light snow
588,Sistranda,NO,63.7256,8.834,42.76,61,100,13.18,overcast clouds
589,Mbanza-Ngungu,CD,-5.25,14.8667,67.03,98,100,3.74,overcast clouds
590,Kondol,RU,52.8189,45.058,-3.19,100,89,3.22,overcast clouds
591,Caraquet,CA,47.7941,-64.9386,32.54,97,100,9.6,snow
592,Hovd,MN,48.0056,91.6419,23.63,55,4,5.48,clear sky
593,Kizukuri,JP,40.8061,140.3861,42.12,54,100,6.29,light rain
594,Kaseda,JP,31.4167,130.3167,66.43,74,100,12.64,overcast clouds
595,Beringovskiy,RU,63.05,179.3167,11.37,78,0,9.4,clear sky
596,Todos Santos,MX,23.45,-110.2167,66.65,65,39,10.65,scattered clouds
597,Rwamagana,RW,-1.9487,30.4347,62.04,90,85,1.52,overcast clouds
598,Altar,MX,30.7,-111.8167,65.7,12,39,10.16,scattered clouds
599,Tiarei,PF,-17.5333,-149.3333,86.02,73,99,7.16,overcast clouds
600,Sur,OM,22.5667,59.5289,77.61,43,6,4.72,clear sky
601,Buala,SB,-8.145,159.5921,84.0,68,96,1.81,overcast clouds
602,Newton,US,42.337,-71.2092,27.1,79,100,20.71,light snow
603,Mus,TR,39.0,41.75,18.59,96,100,4.21,light snow
604,Beroroha,MG,-21.6667,45.1667,72.36,75,100,5.19,overcast clouds
605,Ploemeur,FR,47.7333,-3.4333,50.83,84,75,10.36,broken clouds
606,Guacimo,CR,10.2104,-83.6807,72.66,95,28,2.73,scattered clouds
607,Vesyegonsk,RU,58.664,37.2604,30.2,86,100,6.62,overcast clouds
608,Milkovo,RU,54.7167,158.6167,22.44,80,100,3.09,overcast clouds
609,Tessalit,ML,20.1986,1.0114,69.39,12,0,8.48,clear sky
610,Ongandjera,NA,-17.8833,15.0667,69.69,84,100,4.85,light rain
611,Bac Lieu,VN,9.285,105.7244,84.11,69,27,18.43,scattered clouds
612,Pangai,TO,-19.8,-174.35,82.22,74,47,11.34,light rain
613,Kosum Phisai,TH,16.2486,103.0674,84.09,42,60,9.8,broken clouds
614,Sao Joaquim,BR,-28.2939,-49.9317,51.78,99,100,2.55,overcast clouds
615,Marsaxlokk,MT,35.8419,14.5431,52.09,93,75,16.11,broken clouds
616,Macau,MO,22.2006,113.5461,77.86,73,20,1.14,few clouds
617,Platteville,US,42.7342,-90.4785,21.24,73,0,11.5,clear sky
618,El Salto,MX,20.3333,-104.5,58.24,63,0,5.32,clear sky
619,Salinopolis,BR,-0.6136,-47.3561,77.29,86,100,7.05,overcast clouds
620,Alexandria,EG,31.2156,29.9553,49.96,71,40,4.61,scattered clouds
621,Mitu,CO,1.1983,-70.1733,72.5,99,100,0.6,overcast clouds
622,Ugoofaaru,MV,5.6667,73.0,82.04,72,9,9.31,clear sky
623,Solnechnyy,RU,50.7214,136.6319,21.49,86,100,4.79,overcast clouds
624,Areia Branca,BR,-4.9561,-37.1369,79.5,79,100,9.55,overcast clouds
625,Hauterive,FR,46.0901,3.4459,45.36,71,15,10.16,few clouds
626,Sipe Sipe,BO,-17.45,-66.3833,56.16,86,100,1.25,overcast clouds
627,Nelson Bay,AU,-32.7167,152.15,76.08,67,100,1.99,overcast clouds
628,Bulnes,CL,-36.7423,-72.2985,68.76,49,3,6.8,clear sky
629,Sinnamary,GF,5.3833,-52.95,76.37,90,88,11.39,overcast clouds
630,Adrar,MR,20.5022,-10.0711,66.88,13,0,9.78,clear sky
631,Lhokseumawe,ID,5.1801,97.1507,81.5,75,39,2.24,scattered clouds
632,Bairiki,KI,1.3292,172.9752,87.8,66,20,17.27,few clouds
633,Linjiang,CN,41.8069,126.9078,45.45,74,100,0.98,overcast clouds
634,Cervo,ES,43.6702,-7.4101,46.96,80,73,13.31,broken clouds
635,Salalah,OM,17.0151,54.0924,71.24,52,37,1.79,scattered clouds
636,Parana,AR,-31.732,-60.5238,60.46,92,6,7.38,clear sky
637,Skibbereen,IE,51.55,-9.2667,46.11,85,75,24.72,light rain
638,Noumea,NC,-22.2763,166.4572,91.38,99,36,12.77,scattered clouds
639,Kashan,IR,33.9831,51.4364,54.99,30,0,0.0,clear sky
640,Maun,BW,-19.9833,23.4167,70.39,68,74,2.75,broken clouds
641,Vung Tau,VN,10.346,107.0843,81.79,74,100,17.54,overcast clouds
642,Ridgecrest,US,35.6225,-117.6709,68.68,9,0,11.01,clear sky
643,Liverpool,GB,53.4106,-2.9779,49.64,87,75,18.41,broken clouds
644,Hualmay,PE,-11.0964,-77.6139,72.79,81,89,7.38,overcast clouds
645,Mackenzie,CA,55.2999,-123.1698,37.62,70,20,4.61,few clouds
646,Vardo,NO,70.3705,31.1107,30.38,81,92,2.04,overcast clouds
647,Aranda De Duero,ES,41.6704,-3.6892,37.08,95,100,7.61,moderate rain
648,Garmsar,IR,35.2182,52.3409,57.85,21,100,3.09,overcast clouds
649,Kloulklubed,PW,7.0419,134.2556,81.1,79,100,12.64,overcast clouds
650,Shelabolikha,RU,53.4131,82.6167,1.69,85,66,9.46,broken clouds
651,La Orilla,MX,17.9833,-102.2333,72.7,79,8,4.83,clear sky
652,Truckee,US,39.328,-120.1833,51.37,34,0,15.99,clear sky
653,Praxedis Guerrero,MX,31.3667,-106.0167,55.62,17,100,3.38,overcast clouds
654,Gazanjyk,TM,39.2446,55.5154,43.95,58,100,8.97,overcast clouds
655,Eureka,US,40.8021,-124.1637,54.36,73,100,8.99,overcast clouds
656,Berezovyy,RU,51.6667,135.7,21.85,86,100,2.75,overcast clouds
657,Salinas,US,36.6777,-121.6555,57.29,69,0,12.66,clear sky
658,Kaliningrad,RU,54.7065,20.511,21.25,52,0,2.75,clear sky
659,Macheng,CN,31.1783,115.0319,74.84,68,56,5.57,broken clouds
660,Tilichiki,RU,60.4667,166.1,16.84,82,6,7.54,clear sky
661,Aykhal,RU,66.0,111.5,-9.92,95,92,1.3,overcast clouds
662,Gamba,GA,-2.65,10.0,72.95,97,100,4.38,heavy intensity rain
663,Tanabe,JP,33.7333,135.3667,65.41,77,75,6.91,broken clouds
664,Jiehu,CN,35.5428,118.455,60.39,70,55,8.21,broken clouds
665,Sibolga,ID,1.7427,98.7792,82.38,74,89,0.63,overcast clouds
666,Karasjok,NO,69.4719,25.5112,18.84,100,98,4.68,overcast clouds
667,Kongolo,CD,-5.3833,27.0,68.79,99,100,2.19,overcast clouds
668,Marfino,RU,55.7028,37.3822,26.85,73,100,4.47,overcast clouds
669,Akhisar,TR,38.9185,27.8401,25.93,81,32,4.61,scattered clouds
670,Talcahuano,CL,-36.7167,-73.1167,55.08,94,100,5.75,overcast clouds
671,Shushtar,IR,32.0455,48.8567,64.33,35,100,1.95,overcast clouds
672,Bukama,CD,-9.2,25.85,66.87,95,100,1.66,overcast clouds
673,La Palma Del Condado,ES,37.3861,-6.5523,55.22,97,100,10.27,light rain
674,Kasempa,ZM,-13.4584,25.8338,60.8,97,76,1.7,broken clouds
675,Chadiza,ZM,-14.0678,32.4392,64.24,98,100,3.2,overcast clouds
676,Belgrade,RS,44.804,20.4651,29.86,66,0,4.61,clear sky
677,Spruce Grove,CA,53.5334,-113.9187,35.11,75,20,5.75,few clouds
678,Anju,KP,39.6178,125.6647,51.96,69,100,4.56,overcast clouds
679,Makaha,US,21.4694,-158.2175,84.11,53,0,12.66,clear sky
680,Grenville,GD,12.1167,-61.6167,78.4,71,12,22.62,few clouds
681,Gasa,PS,31.5,34.4667,39.88,63,6,3.78,clear sky
682,Aswan,EG,24.0934,32.907,52.9,37,0,5.75,clear sky
683,Mulege,MX,26.8833,-111.9833,58.6,52,2,5.86,clear sky
684,Garango,BF,11.8,-0.5506,85.57,16,100,8.32,overcast clouds
685,Kousseri,CM,12.0769,15.0306,77.18,15,100,10.6,overcast clouds
686,Whitehorse,CA,60.7161,-135.0538,16.02,82,100,12.66,light snow
687,Pomichna,UA,48.2422,31.4158,27.1,96,98,4.29,light snow
688,Wewak,PG,-3.5534,143.6268,85.73,68,100,6.29,overcast clouds
689,Inuvik,CA,68.3499,-133.7218,-8.64,70,20,6.91,few clouds
690,Nipawin,CA,53.3668,-104.0009,23.04,73,100,12.66,overcast clouds
691,Mogadishu,SO,2.0371,45.3438,77.77,77,100,17.27,overcast clouds
692,Ostersund,SE,63.1792,14.6357,36.05,30,8,10.36,clear sky
693,Imbituba,BR,-28.24,-48.6703,69.82,92,98,4.14,overcast clouds
694,Pindobacu,BR,-10.7417,-40.3608,71.85,82,74,3.76,broken clouds
695,Nenjiang,CN,49.1833,125.2167,23.13,87,13,6.62,few clouds
696,Puerto Carreno,CO,6.189,-67.4859,82.4,63,100,8.68,overcast clouds
697,Broome,US,42.2506,-75.833,19.45,76,75,19.57,broken clouds
